# A b Om H0
1.674181813418199827e+00 2.616452168201903206e+01 1.214521233477907219e-01 6.975946973303500442e+01
1.533065816990119679e+00 2.618166872102837317e+01 1.253767957919441622e-01 6.991859231644801298e+01
1.426461151293994423e+00 2.626436802806205506e+01 1.270516481095341210e-01 7.007888987160825423e+01
1.416109127894331188e+00 2.628278689148782021e+01 1.272543086542184398e-01 7.021641748878474232e+01
1.506185016454246517e+00 2.681762097444574877e+01 1.242578605214106069e-01 7.027826368719753702e+01
1.578960508813834540e+00 2.631214307070532499e+01 1.271917657158228576e-01 6.992805486357585210e+01
1.413337200876160438e+00 2.620313600225382800e+01 1.231761550997087784e-01 7.028986538999676270e+01
1.585289217718535371e+00 2.604559978051809566e+01 1.243880184072185674e-01 6.972472485114732876e+01
1.502956185275445167e+00 2.623891021119845490e+01 1.209524524140010576e-01 7.022832833639557748e+01
1.497785809457681694e+00 2.598016181824872106e+01 1.256406288542595562e-01 6.998404938176946644e+01
1.609049658572651476e+00 2.637454805865448648e+01 1.259834790363750512e-01 6.967391169041670196e+01
1.442234672938348394e+00 2.636885229460906288e+01 1.263555326806780621e-01 7.005316314368600672e+01
1.444405137453564025e+00 2.630525309447377680e+01 1.245661501914019226e-01 7.002323728761875543e+01
1.562402377195020842e+00 2.681743391916962693e+01 1.236905421212955158e-01 6.994170746424781271e+01
1.579625297559905883e+00 2.680973822853967548e+01 1.242280605276955691e-01 6.997606650870490341e+01
1.604933999288438162e+00 2.620825950672453786e+01 1.274225868631253256e-01 6.967803046449863302e+01
1.459631556683075759e+00 2.620485909124487378e+01 1.235881095257260198e-01 7.011251901122642494e+01
1.648635442662716111e+00 2.632567749474459262e+01 1.233126178182900601e-01 6.964970695375605203e+01
1.637346901340338112e+00 2.624774003891968377e+01 1.232708846566959032e-01 6.968945278870307902e+01
1.731216585718782452e+00 2.659890160741218068e+01 1.247558097278093636e-01 6.960046848726204871e+01
1.674025976051457310e+00 2.616502419813505753e+01 1.214629652205946736e-01 6.975926502400768925e+01
1.532452174207133089e+00 2.618144167697056446e+01 1.253593279099665947e-01 6.992064634146423430e+01
1.369509838080725572e+00 2.630892618463834864e+01 1.279609690604385785e-01 7.016391760887795215e+01
1.416109127894331188e+00 2.628278689148782021e+01 1.272543086542184398e-01 7.021641748878474232e+01
1.521714897862409988e+00 2.681756930097305869e+01 1.241011404733976392e-01 7.018529101539799342e+01
1.567056574434450456e+00 2.635975404274364209e+01 1.270859778628752879e-01 7.004264377655889007e+01
1.413337200876160438e+00 2.620313600225382800e+01 1.231761550997087784e-01 7.028986538999676270e+01
1.595423613999469081e+00 2.602692180374218722e+01 1.243752046238035119e-01 6.970325157098466207e+01
1.513214822262008541e+00 2.621892278741147209e+01 1.224851535572919065e-01 7.012131724751117190e+01
1.521501840867271582e+00 2.602563218108659981e+01 1.252379311749567403e-01 6.993398770655561236e+01
1.609049658572651476e+00 2.637454805865448648e+01 1.259834790363750512e-01 6.967391169041670196e+01
